episode,seed,score,steps,total_reward,mean_score_50,mean_survival_50,eval_mean_score,eval_mean_survival,eval_success_rate,curriculum_stage,wall_time_s
1,51,41,10000,50.99899999999463,41.0,10000.0,,,,0,14.9
2,52,41,10000,50.99899999999463,41.0,10000.0,,,,0,30.0
3,53,22,5559,26.55800000000226,34.666666666666664,8519.666666666666,,,,0,37.4
4,54,24,6046,29.045000000002855,32.0,7901.25,,,,0,44.6
5,55,41,10000,50.99899999999463,33.8,8321.0,,,,0,56.6
6,56,41,10000,50.99899999999463,35.0,8600.833333333334,,,,0,68.4
7,57,41,10000,50.99899999999463,35.857142857142854,8800.714285714286,,,,0,80.0
8,58,33,8008,40.00699999999927,35.5,8701.625,,,,0,90.4
9,59,41,10000,50.99899999999463,36.111111111111114,8845.888888888889,,,,0,102.4
10,60,41,10000,50.99899999999463,36.6,8961.3,,,,0,114.4
11,61,19,4855,22.8540000000014,35.0,8588.0,,,,0,120.3
12,62,10,2723,11.72199999999965,32.916666666666664,8099.25,,,,0,123.7
13,63,1,546,0.544999999999976,30.46153846153846,7518.2307692307695,,,,0,124.3
14,64,6,1754,6.753000000000176,28.714285714285715,7106.5,,,,0,126.5
15,65,11,2933,12.931999999999533,27.533333333333335,6828.266666666666,,,,0,130.1
16,66,23,5792,27.791000000002544,27.25,6763.5,,,,0,137.0
17,67,41,10000,50.99899999999463,28.058823529411764,6953.882352941177,,,,0,148.9
18,68,41,10000,50.99899999999463,28.77777777777778,7123.111111111111,,,,0,160.8
19,69,14,3630,16.628999999999902,28.0,6939.263157894737,,,,0,165.1
20,70,41,10000,50.99899999999463,28.65,7092.3,,,,0,177.0
21,71,41,10000,50.99899999999463,29.238095238095237,7230.761904761905,,,,0,189.4
22,72,41,10000,50.99899999999463,29.772727272727273,7356.636363636364,,,,0,201.5
23,73,41,10000,50.99899999999463,30.26086956521739,7471.565217391304,,,,0,213.8
24,74,6,1761,6.760000000000178,29.25,7233.625,,,,0,215.9
25,75,41,10000,50.99899999999463,29.72,7344.28,,,,0,228.0
26,76,41,10000,50.99899999999463,30.153846153846153,7446.423076923077,,,,0,240.1
27,77,41,10000,50.99899999999463,30.555555555555557,7541.0,,,,0,252.2
28,78,41,10000,50.99899999999463,30.928571428571427,7628.821428571428,,,,0,264.2
29,79,41,10000,50.99899999999463,31.275862068965516,7710.586206896552,,,,0,276.1
30,80,41,10000,50.99899999999463,31.6,7786.9,,,,0,288.4
31,81,41,10000,50.99899999999463,31.903225806451612,7858.290322580645,,,,0,300.2
32,82,41,10000,50.99899999999463,32.1875,7925.21875,,,,0,312.3
33,83,41,10000,50.99899999999463,32.45454545454545,7988.090909090909,,,,0,324.6
34,84,37,9179,45.177999999996544,32.588235294117645,8023.117647058823,,,,0,335.7
35,85,41,10000,50.99899999999463,32.82857142857143,8079.6,,,,0,347.8
36,86,41,10000,50.99899999999463,33.05555555555556,8132.944444444444,,,,0,359.8
37,87,41,10000,50.99899999999463,33.270270270270274,8183.405405405405,,,,0,372.1
38,88,41,10000,50.99899999999463,33.473684210526315,8231.21052631579,,,,0,384.5
39,89,41,10000,50.99899999999463,33.666666666666664,8276.564102564103,,,,0,396.3
40,90,19,4648,22.647000000001146,33.3,8185.85,,,,0,402.0
41,91,41,10000,50.99899999999463,33.48780487804878,8230.09756097561,,,,0,414.1
42,92,41,10000,50.99899999999463,33.666666666666664,8272.238095238095,,,,0,425.4
43,93,41,10000,50.99899999999463,33.83720930232558,8312.418604651162,,,,0,437.1
44,94,41,10000,50.99899999999463,34.0,8350.772727272728,,,,0,448.7
45,95,41,10000,50.99899999999463,34.15555555555556,8387.422222222222,,,,0,460.7
46,96,28,6991,33.99000000000164,34.02173913043478,8357.065217391304,,,,0,469.4
47,97,15,3875,17.8740000000002,33.61702127659574,8261.702127659575,,,,0,473.9
48,98,41,10000,50.99899999999463,33.770833333333336,8297.916666666666,,,,0,486.1
49,99,6,1726,6.725000000000167,33.204081632653065,8163.7959183673465,,,,0,488.2
50,100,41,10000,50.99899999999463,33.36,8200.52,,,,0,500.4
51,101,41,10000,50.99899999999463,33.36,8200.52,,,,0,512.6
52,102,41,10000,50.99899999999463,33.36,8200.52,,,,0,524.9
53,103,41,10000,50.99899999999463,33.74,8289.34,,,,0,537.1
54,104,41,10000,50.99899999999463,34.08,8368.42,,,,0,549.2
55,105,1,510,0.5089999999999799,33.28,8178.62,,,,0,549.9
56,106,22,5577,26.57600000000228,32.9,8090.16,,,,0,556.8
57,107,41,10000,50.99899999999463,32.9,8090.16,,,,0,569.1
58,108,41,10000,50.99899999999463,33.06,8130.0,,,,0,580.9
59,109,41,10000,50.99899999999463,33.06,8130.0,,,,0,593.2
60,110,41,10000,50.99899999999463,33.06,8130.0,,,,0,604.9
61,111,41,10000,50.99899999999463,33.5,8232.9,,,,0,616.1
62,112,10,2690,11.688999999999668,33.5,8232.24,,,,0,619.4
63,113,41,10000,50.99899999999463,34.3,8421.32,,,,0,630.7
64,114,41,10000,50.99899999999463,35.0,8586.24,,,,0,642.9
65,115,41,10000,50.99899999999463,35.6,8727.58,,,,0,655.2
66,116,41,10000,50.99899999999463,35.96,8811.74,,,,0,667.0
67,117,41,10000,50.99899999999463,35.96,8811.74,,,,0,679.0
68,118,41,10000,50.99899999999463,35.96,8811.74,,,,0,691.0
69,119,23,5808,27.807000000002564,36.14,8855.3,,,,0,698.4
70,120,41,10000,50.99899999999463,36.14,8855.3,,,,0,710.9
71,121,9,2444,10.442999999999804,35.5,8704.18,,,,0,713.9
72,122,41,10000,50.99899999999463,35.5,8704.18,,,,0,726.0
73,123,41,10000,50.99899999999463,35.5,8704.18,,,,0,738.3
74,124,41,10000,50.99899999999463,36.2,8868.96,,,,0,750.4
75,125,41,10000,50.99899999999463,36.2,8868.96,,,,0,762.7
76,126,41,10000,50.99899999999463,36.2,8868.96,,,,0,774.9
77,127,41,10000,50.99899999999463,36.2,8868.96,,,,0,787.1
78,128,41,10000,50.99899999999463,36.2,8868.96,,,,0,799.3
79,129,41,10000,50.99899999999463,36.2,8868.96,,,,0,811.5
80,130,41,10000,50.99899999999463,36.2,8868.96,,,,0,823.7
81,131,41,10000,50.99899999999463,36.2,8868.96,,,,0,836.0
82,132,22,5578,26.577000000002283,35.82,8780.52,,,,0,842.9
83,133,41,10000,50.99899999999463,35.82,8780.52,,,,0,854.9
84,134,41,10000,50.99899999999463,35.9,8796.94,,,,0,866.3
85,135,41,10000,50.99899999999463,35.9,8796.94,,,,0,878.2
86,136,41,10000,50.99899999999463,35.9,8796.94,,,,0,890.2
87,137,41,10000,50.99899999999463,35.9,8796.94,,,,0,902.0
88,138,24,6080,29.079000000002896,35.56,8718.54,,,,0,909.2
89,139,41,10000,50.99899999999463,35.56,8718.54,,,,0,921.0
90,140,41,10000,50.99899999999463,36.0,8825.58,,,,0,932.9
91,141,41,10000,50.99899999999463,36.0,8825.58,,,,0,944.6
92,142,22,5549,26.548000000002247,35.62,8736.56,,,,0,950.8
93,143,41,10000,50.99899999999463,35.62,8736.56,,,,0,962.4
94,144,41,10000,50.99899999999463,35.62,8736.56,,,,0,974.0
95,145,41,10000,50.99899999999463,35.62,8736.56,,,,0,985.3
96,146,41,10000,50.99899999999463,35.88,8796.74,,,,0,996.9
97,147,41,10000,50.99899999999463,36.4,8919.24,,,,0,1008.4
98,148,41,10000,50.99899999999463,36.4,8919.24,,,,0,1019.7
99,149,41,10000,50.99899999999463,37.1,9084.72,,,,0,1031.5
100,150,41,10000,50.99899999999463,37.1,9084.72,1.2,344.7,0.4,0,1059.2
101,151,41,10000,50.99899999999463,37.1,9084.72,,,,0,1070.9
102,152,41,10000,50.99899999999463,37.1,9084.72,,,,0,1082.6
103,153,41,10000,50.99899999999463,37.1,9084.72,,,,0,1094.5
104,154,41,10000,50.99899999999463,37.1,9084.72,,,,0,1105.9
105,155,41,10000,50.99899999999463,37.9,9274.52,,,,0,1117.4
106,156,20,5111,24.110000000001712,37.86,9265.2,,,,0,1123.4
107,157,41,10000,50.99899999999463,37.86,9265.2,,,,0,1134.8
108,158,41,10000,50.99899999999463,37.86,9265.2,,,,0,1146.3
109,159,41,10000,50.99899999999463,37.86,9265.2,,,,0,1157.2
110,160,41,10000,50.99899999999463,37.86,9265.2,,,,0,1168.6
111,161,41,10000,50.99899999999463,37.86,9265.2,,,,0,1180.5
112,162,41,10000,50.99899999999463,38.48,9411.4,,,,0,1192.7
113,163,41,10000,50.99899999999463,38.48,9411.4,,,,0,1204.4
114,164,41,10000,50.99899999999463,38.48,9411.4,,,,0,1215.9
115,165,6,1709,6.708000000000161,37.78,9245.58,,,,0,1218.2
116,166,7,1996,7.9950000000000525,37.1,9085.5,,,,0,1220.8
117,167,41,10000,50.99899999999463,37.1,9085.5,,,,0,1232.7
118,168,16,4109,19.108000000000487,36.6,8967.68,,,,0,1237.6
119,169,41,10000,50.99899999999463,36.96,9051.52,,,,0,1249.3
