episode,seed,score,steps,total_reward,mean_score_50,mean_survival_50,eval_mean_score,eval_mean_survival,eval_success_rate,curriculum_stage,wall_time_s
1,43,3,5000,7.999000000001261,3.0,5000.0,,,,0,6.4
2,44,3,5000,7.999000000001261,3.0,5000.0,,,,0,14.0
3,45,3,5000,7.999000000001261,3.0,5000.0,,,,0,20.3
4,46,3,5000,7.999000000001261,3.0,5000.0,,,,0,26.3
5,47,3,5000,7.999000000001261,3.0,5000.0,,,,0,31.6
6,48,3,5000,7.999000000001261,3.0,5000.0,,,,0,37.9
7,49,3,5000,7.999000000001261,3.0,5000.0,,,,0,43.5
8,50,3,5000,7.999000000001261,3.0,5000.0,,,,0,48.7
9,51,3,5000,7.999000000001261,3.0,5000.0,,,,0,55.7
10,52,3,5000,7.999000000001261,3.0,5000.0,,,,0,63.4
11,53,3,5000,7.999000000001261,3.0,5000.0,,,,0,70.0
12,54,3,5000,7.999000000001261,3.0,5000.0,,,,0,76.5
13,55,3,5000,7.999000000001261,3.0,5000.0,,,,0,82.4
14,56,1,511,0.5099999999999798,2.857142857142857,4679.357142857143,,,,0,82.9
15,57,3,5000,7.999000000001261,2.8666666666666667,4700.733333333334,,,,0,88.7
16,58,3,5000,7.999000000001261,2.875,4719.4375,,,,0,94.6
17,59,3,5000,7.999000000001261,2.8823529411764706,4735.941176470588,,,,0,100.4
18,60,3,5000,7.999000000001261,2.888888888888889,4750.611111111111,,,,0,106.3
19,61,3,5000,7.999000000001261,2.8947368421052633,4763.736842105263,,,,0,112.1
20,62,3,5000,7.999000000001261,2.9,4775.55,,,,0,117.8
21,63,3,5000,7.999000000001261,2.9047619047619047,4786.238095238095,,,,0,123.7
22,64,3,5000,7.999000000001261,2.909090909090909,4795.954545454545,,,,0,129.6
23,65,3,5000,7.999000000001261,2.9130434782608696,4804.826086956522,,,,0,135.4
24,66,3,5000,7.999000000001261,2.9166666666666665,4812.958333333333,,,,0,141.2
25,67,3,5000,7.999000000001261,2.92,4820.44,,,,0,147.0
26,68,3,5000,7.999000000001261,2.923076923076923,4827.346153846154,,,,0,152.9
27,69,3,5000,7.999000000001261,2.925925925925926,4833.740740740741,,,,0,158.8
28,70,3,5000,7.999000000001261,2.9285714285714284,4839.678571428572,,,,0,164.8
29,71,3,5000,7.999000000001261,2.9310344827586206,4845.206896551724,,,,0,170.7
30,72,2,774,1.7729999999999508,2.9,4709.5,,,,0,171.6
31,73,3,5000,7.999000000001261,2.903225806451613,4718.870967741936,,,,0,177.9
32,74,3,5000,7.999000000001261,2.90625,4727.65625,,,,0,184.4
33,75,3,5000,7.999000000001261,2.909090909090909,4735.909090909091,,,,0,190.8
34,76,3,5000,7.999000000001261,2.911764705882353,4743.676470588235,,,,0,197.3
35,77,3,5000,7.999000000001261,2.914285714285714,4751.0,,,,0,203.4
36,78,3,5000,7.999000000001261,2.9166666666666665,4757.916666666667,,,,0,209.4
37,79,1,554,0.5529999999999751,2.864864864864865,4644.2972972972975,,,,0,210.1
38,80,3,5000,7.999000000001261,2.8684210526315788,4653.6578947368425,,,,0,217.0
39,81,2,770,1.7689999999999513,2.8461538461538463,4554.076923076923,,,,0,218.2
40,82,3,5000,7.999000000001261,2.85,4565.225,,,,0,225.5
41,83,3,5000,7.999000000001261,2.8536585365853657,4575.829268292683,,,,0,232.5
42,84,3,5000,7.999000000001261,2.857142857142857,4585.928571428572,,,,0,239.6
43,85,3,5000,7.999000000001261,2.86046511627907,4595.558139534884,,,,0,246.8
44,86,3,5000,7.999000000001261,2.8636363636363638,4604.75,,,,0,253.7
45,87,3,5000,7.999000000001261,2.8666666666666667,4613.533333333334,,,,0,260.7
46,88,3,5000,7.999000000001261,2.869565217391304,4621.934782608696,,,,0,267.7
47,89,3,5000,7.999000000001261,2.872340425531915,4629.978723404255,,,,0,274.7
48,90,3,5000,7.999000000001261,2.875,4637.6875,,,,0,282.0
49,91,3,5000,7.999000000001261,2.877551020408163,4645.081632653061,,,,0,289.3
50,92,3,5000,7.999000000001261,2.88,4652.18,,,,0,296.5
51,93,2,792,1.7909999999999489,2.86,4568.02,,,,0,297.8
52,94,3,5000,7.999000000001261,2.86,4568.02,,,,0,304.7
53,95,2,793,1.7919999999999487,2.84,4483.88,,,,0,305.9
54,96,3,5000,7.999000000001261,2.84,4483.88,,,,0,313.1
55,97,3,5000,7.999000000001261,2.84,4483.88,,,,0,320.4
56,98,2,760,1.7589999999999524,2.82,4399.08,,,,0,321.7
57,99,3,5000,7.999000000001261,2.82,4399.08,,,,0,329.0
58,100,3,5000,7.999000000001261,2.82,4399.08,,,,0,336.2
59,101,3,5000,7.999000000001261,2.82,4399.08,,,,0,344.4
60,102,3,5000,7.999000000001261,2.82,4399.08,,,,0,351.8
61,103,3,5000,7.999000000001261,2.82,4399.08,,,,0,359.3
62,104,3,5000,7.999000000001261,2.82,4399.08,,,,0,367.9
63,105,3,5000,7.999000000001261,2.82,4399.08,,,,0,375.4
64,106,3,5000,7.999000000001261,2.86,4488.86,,,,0,383.0
65,107,2,778,1.7769999999999504,2.84,4404.42,,,,0,384.3
66,108,3,5000,7.999000000001261,2.84,4404.42,,,,0,391.9
67,109,3,5000,7.999000000001261,2.84,4404.42,,,,0,399.4
68,110,3,5000,7.999000000001261,2.84,4404.42,,,,0,407.9
69,111,3,5000,7.999000000001261,2.84,4404.42,,,,0,414.7
70,112,3,5000,7.999000000001261,2.84,4404.42,,,,0,421.5
71,113,3,5000,7.999000000001261,2.84,4404.42,,,,0,428.9
72,114,3,5000,7.999000000001261,2.84,4404.42,,,,0,435.7
73,115,3,5000,7.999000000001261,2.84,4404.42,,,,0,443.0
74,116,3,5000,7.999000000001261,2.84,4404.42,,,,0,449.9
75,117,3,5000,7.999000000001261,2.84,4404.42,,,,0,456.6
76,118,3,5000,7.999000000001261,2.84,4404.42,,,,0,463.0
77,119,3,5000,7.999000000001261,2.84,4404.42,,,,0,469.8
78,120,3,5000,7.999000000001261,2.84,4404.42,,,,0,476.1
79,121,3,5000,7.999000000001261,2.84,4404.42,,,,0,483.0
80,122,3,5000,7.999000000001261,2.86,4488.94,,,,0,489.5
81,123,3,5000,7.999000000001261,2.86,4488.94,,,,0,497.0
82,124,3,5000,7.999000000001261,2.86,4488.94,,,,0,504.4
83,125,3,5000,7.999000000001261,2.86,4488.94,,,,0,511.9
84,126,3,5000,7.999000000001261,2.86,4488.94,,,,0,518.9
85,127,3,5000,7.999000000001261,2.86,4488.94,,,,0,526.9
86,128,2,791,1.789999999999949,2.84,4404.76,,,,0,528.2
87,129,3,5000,7.999000000001261,2.88,4493.68,,,,0,536.3
88,130,3,5000,7.999000000001261,2.88,4493.68,,,,0,542.6
89,131,3,5000,7.999000000001261,2.9,4578.28,,,,0,549.4
90,132,3,5000,7.999000000001261,2.9,4578.28,,,,0,556.6
91,133,3,5000,7.999000000001261,2.9,4578.28,,,,0,562.6
92,134,3,5000,7.999000000001261,2.9,4578.28,,,,0,568.5
93,135,3,5000,7.999000000001261,2.9,4578.28,,,,0,574.4
94,136,3,5000,7.999000000001261,2.9,4578.28,,,,0,580.5
95,137,3,5000,7.999000000001261,2.9,4578.28,,,,0,586.6
96,138,3,5000,7.999000000001261,2.9,4578.28,,,,0,592.7
97,139,3,5000,7.999000000001261,2.9,4578.28,,,,0,598.8
98,140,3,5000,7.999000000001261,2.9,4578.28,,,,0,604.8
99,141,3,5000,7.999000000001261,2.9,4578.28,,,,0,611.1
100,142,3,5000,7.999000000001261,2.9,4578.28,0.75,947.8,0.4,0,634.6
101,143,3,5000,7.999000000001261,2.92,4662.44,,,,0,641.6
102,144,3,5000,7.999000000001261,2.92,4662.44,,,,0,649.0
103,145,3,5000,7.999000000001261,2.94,4746.58,,,,0,656.2
104,146,3,5000,7.999000000001261,2.94,4746.58,,,,0,663.8
105,147,3,5000,7.999000000001261,2.94,4746.58,,,,0,671.6
106,148,3,5000,7.999000000001261,2.96,4831.38,,,,0,679.1
107,149,3,5000,7.999000000001261,2.96,4831.38,,,,0,686.7
108,150,0,269,-0.7319999999999998,2.9,4736.76,,,,0,687.0
109,151,3,5000,7.999000000001261,2.9,4736.76,,,,0,694.7
110,152,3,5000,7.999000000001261,2.9,4736.76,,,,0,703.4
111,153,3,5000,7.999000000001261,2.9,4736.76,,,,0,710.9
112,154,3,807,2.805999999999947,2.9,4652.9,,,,0,712.3
113,155,3,5000,7.999000000001261,2.9,4652.9,,,,0,720.0
114,156,3,5000,7.999000000001261,2.9,4652.9,,,,0,729.1
115,157,3,5000,7.999000000001261,2.92,4737.34,,,,0,735.9
116,158,3,5000,7.999000000001261,2.92,4737.34,,,,0,744.2
117,159,3,5000,7.999000000001261,2.92,4737.34,,,,0,751.1
118,160,3,5000,7.999000000001261,2.92,4737.34,,,,0,759.9
119,161,3,5000,7.999000000001261,2.92,4737.34,,,,0,767.3
120,162,3,5000,7.999000000001261,2.92,4737.34,,,,0,776.4
121,163,3,5000,7.999000000001261,2.92,4737.34,,,,0,784.8
122,164,3,5000,7.999000000001261,2.92,4737.34,,,,0,793.9
123,165,3,5000,7.999000000001261,2.92,4737.34,,,,0,801.9
124,166,3,5000,7.999000000001261,2.92,4737.34,,,,0,811.2
125,167,3,5000,7.999000000001261,2.92,4737.34,,,,0,819.1
126,168,3,5000,7.999000000001261,2.92,4737.34,,,,0,827.4
127,169,3,5000,7.999000000001261,2.92,4737.34,,,,0,834.8
128,170,3,5000,7.999000000001261,2.92,4737.34,,,,0,842.9
